## ARTICLE EIGHT - WAGES, BENEFITS &amp; MONETARY CONDITIONS

8.01 Wage Rates and Fringe Benefits shall be in accordance with the following schedules:

## 8.01 (a) Industrial Work Local 488

| Effective Date                                                                                            | Base Rate VP& SHP                                                                                         | Hourly Rate (Base Rate +                                                                                  | ISIT (Earned)                                                                                             | H&W (Earned)                                                                                              | Pension (Earned)                                                                                          | Training (Earned)                                                                                         | SBTF (Earned)                                                                                             | UAW&O (Worked)                                                                                            | Total Wage                                                                                                |                                                                                                           |
| 07-May-28                                                                                                 | $48.69 $4.87                                                                                              | $53.56                                                                                                    | $0.15                                                                                                     | $3.20                                                                                                     | $5.28                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $63.30                                                                                                    |                                                                                                           |
| 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               | 3rd Yr. Appt. Plumber (70%)                                                                               |
| 04-May-25 $39.58                                                                                          | $3.96                                                                                                     | $43.54                                                                                                    | $0.15                                                                                                     | $2.70                                                                                                     | $4.62                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $52.12                                                                                                    |                                                                                                           |
| 03-May-26                                                                                                 | $40.35 $4.04                                                                                              | $44.39                                                                                                    | $0.15                                                                                                     | $2.95                                                                                                     | $4.62                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $53.22                                                                                                    |                                                                                                           |
| 02-May-27 $41.30                                                                                          | $4.13                                                                                                     | $45.43                                                                                                    | $0.15                                                                                                     | $2.95                                                                                                     | $4.62                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $54.26                                                                                                    |                                                                                                           |
| 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) | 07-May-28 $42.59 $4.26 $46.85 $0.15 $3.20 $4.62 $0.91 $0.05 $0.15 $55.93 2nd Yr. Appt SF-PF &Welder (65%) |
| 04-May-25 $36.74 $3.67                                                                                    |                                                                                                           | $40.41                                                                                                    | $0.15                                                                                                     | $2.70                                                                                                     | $4.29                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $48.66                                                                                                    |                                                                                                           |
| 03-May-26                                                                                                 | $37.46 $3.75                                                                                              | $41.21                                                                                                    | $0.15                                                                                                     | $2.95                                                                                                     | $4.29                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $49.71                                                                                                    |                                                                                                           |
| 02-May-27 $38.34                                                                                          | $3.83                                                                                                     | $42.17                                                                                                    | $0.15                                                                                                     | $2.95                                                                                                     | $4.29                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $50.67                                                                                                    |                                                                                                           |
| 07-May-28 $39.53                                                                                          | $3.95                                                                                                     | $43.48                                                                                                    | $0.15                                                                                                     | $3.20                                                                                                     | $4.29                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $52.23                                                                                                    |                                                                                                           |
| 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               | 2nd Yr. Appt. Plumber (60%)                                                                               |
| 04-May-25                                                                                                 | $33.91 $3.39                                                                                              | $37.30                                                                                                    | $0.15                                                                                                     | $2.70                                                                                                     | $3.96                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $45.22                                                                                                    |                                                                                                           |
| 03-May-26 $34.57                                                                                          | $3.46                                                                                                     | $38.03                                                                                                    | $0.15                                                                                                     | $2.95                                                                                                     | $3.96                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $46.20                                                                                                    |                                                                                                           |
| 02-May-27                                                                                                 | $35.38 $3.54                                                                                              | $38.92                                                                                                    | $0.15                                                                                                     | $2.95                                                                                                     | $3.96                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $47.09                                                                                                    |                                                                                                           |
| 07-May-28                                                                                                 | $36.48 $3.65                                                                                              | $40.13                                                                                                    | $0.15                                                                                                     | $3.20                                                                                                     | $3.96                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $48.55                                                                                                    |                                                                                                           |
| 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)                                                                |
| 04-May-25                                                                                                 | $28.23 $2.82                                                                                              | $31.05                                                                                                    | $0.15                                                                                                     | $2.70                                                                                                     | $3.30                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $38.31                                                                                                    |                                                                                                           |
| 03-May-26                                                                                                 | $28.78 $2.88                                                                                              | $31.66                                                                                                    | $0.15                                                                                                     | $2.95                                                                                                     | $3.30                                                                                                     | $0.91                                                                                                     | $0.05                                                                                                     | $0.15                                                                                                     | $39.17                                                                                                    |                                                                                                           |
| 02-May-27                                                                                                 | $29.46 $2.95 07-May-28 $30.38 $3.04                                                                       | $32.41 $33.42                                                                                             | $0.15 $0.15                                                                                               | $2.95 $3.20                                                                                               | $3.30 $3.30                                                                                               | $0.91 $0.91                                                                                               | $0.05 $0.05                                                                                               | $0.15 $0.15                                                                                               | $39.92 $41.18                                                                                             |                                                                                                           |

- 1) Calculate the Health and Welfare and "ISIT" contribution on hours earned
- 2) Monthly Union Dues = 3x base rate (maximum Journeyman Rate).
- 3) Fraternal &amp; Building dues 18¢ are earned and to be deducted from wages and remitted at same time and in same manner as Union dues, per the most recent ratified ICI Collective Agreement.
- 4) BTA dues of 6¢ per hour earned to be deducted from wages and remitted at same time and in same manner as Union dues.
- 5) B Pressure Welder with Alloy Certificates receive an additional $3.25 per hour worked.
- 6) UA National Wellness &amp; Organization will be paid on hours worked .

.

8.01 (b) Commercial &amp; Institutional (Local 488)

| Effective Date                                           | Base Rate                                                | VP& SHP                                                  | Hourly Rate (Base Rate + VP SH)                          | ISIT (Earned)                                            | H&W (Worked)                                             | Pension (Worked)                                         | Training (Worked)                                        | SBTF (Worked)                                            | UAW&O (Worked)                                           | Total Wage                                               |
|----------------------------------------------------------|----------------------------------------------------------|----------------------------------------------------------|----------------------------------------------------------|----------------------------------------------------------|----------------------------------------------------------|----------------------------------------------------------|----------------------------------------------------------|----------------------------------------------------------|----------------------------------------------------------|----------------------------------------------------------|
| General Foreman                                          | General Foreman                                          | General Foreman                                          | General Foreman                                          | General Foreman                                          | General Foreman                                          | General Foreman                                          | General Foreman                                          | General Foreman                                          | General Foreman                                          | General Foreman                                          |
| 04-May-25                                                | $50.35                                                   | $5.04                                                    | $55.39                                                   | $0.15                                                    | $2.70                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $65.39                                                   |
| 03-May-26                                                | $51.20                                                   | $5.12                                                    | $56.32                                                   | $0.15                                                    | $2.95                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $66.57                                                   |
| 02-May-27                                                | $52.37                                                   | $5.24                                                    | $57.61                                                   | $0.15                                                    | $2.95                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $67.86                                                   |
| 07-May-28                                                | $53.74                                                   | $5.37                                                    | $59.11                                                   | $0.15                                                    | $3.20                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $69.61                                                   |
| Foreman                                                  | Foreman                                                  | Foreman                                                  | Foreman                                                  | Foreman                                                  | Foreman                                                  | Foreman                                                  | Foreman                                                  | Foreman                                                  | Foreman                                                  | Foreman                                                  |
| 04-May-25                                                | $48.35                                                   | $4.84                                                    | $53.19                                                   | $0.15                                                    | $2.70                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $63.19                                                   |
| 03-May-26                                                | $49.20                                                   | $4.92                                                    | $54.12                                                   | $0.15                                                    | $2.95                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $64.37                                                   |
| 02-May-27                                                | $50.37                                                   | $5.04                                                    | $55.41                                                   | $0.15                                                    | $2.95                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $65.66                                                   |
| 07-May-28                                                | $51.74                                                   | $5.17                                                    | $56.91                                                   | $0.15                                                    | $3.20                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $67.41                                                   |
| Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         | Journeyman SF &BPressure Welders &Plumber (100%)         |
| 04-May-25                                                | $44.35                                                   | $4.44                                                    | $48.79                                                   | $0.15                                                    | $2.70                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $58.79                                                   |
| 03-May-26                                                | $45.20                                                   | $4.52                                                    | $49.72                                                   | $0.15                                                    | $2.95                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $59.97                                                   |
| 02-May-27                                                | $46.37                                                   | $4.64                                                    | $50.92                                                   | $0.15                                                    | $2.95                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $61.17                                                   |
| 07-May-28                                                | $47.74                                                   | $4.77                                                    | $52.51                                                   | $0.15                                                    | $3.20                                                    | $6.60                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $63.01                                                   |
| JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                | JM Welder with CWB&4th yr. Appt. SF (90%)                |
| 04-May-25                                                | $39.90                                                   | $3.99                                                    | $43.89                                                   | $0.15                                                    | $2.70                                                    | $5.94                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $53.23                                                   |
| 03-May-26                                                | $40.67                                                   | $4.07                                                    | $44.74                                                   | $0.15                                                    | $2.95                                                    | $5.94                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $54.33                                                   |
| 02-May-27                                                | $41.72                                                   | $4.17                                                    | $45.89                                                   | $0.15                                                    | $2.95                                                    | $5.94                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $55.48                                                   |
| 07-May-28                                                | $42.95                                                   | $4.30                                                    | $47.25                                                   | $0.15                                                    | $3.20                                                    | $5.94                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $57.09                                                   |
| JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   | JM Welder w/o CWB(85%)                                   |
| 04-May-25                                                | $37.68                                                   | $3.77                                                    | $41.45                                                   | $0.15                                                    | $2.70                                                    | $5.61                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $50.46                                                   |
| 03-May-26                                                | $38.40                                                   | $3.84                                                    | $42.24                                                   | $0.15                                                    | $2.95                                                    | $5.61                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $51.50                                                   |
| 02-May-27                                                | $39.39                                                   | $3.94                                                    | $43.33                                                   | $0.15                                                    | $2.95                                                    | $5.61                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $52.59                                                   |
| 07-May-28                                                | $40.56                                                   | $4.06                                                    | $44.62                                                   | $0.15                                                    | $3.20                                                    | $5.61                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $54.13                                                   |
| 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber (80%) |
| 04-May-25                                                | $35.45                                                   | $3.55                                                    | $39.00                                                   | $0.15                                                    | $2.70                                                    | $5.28                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $47.68                                                   |
| 03-May-26                                                | $36.13                                                   | $3.61                                                    | $39.74                                                   | $0.15                                                    | $2.95                                                    | $5.28                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $48.67                                                   |
| 02-May-27                                                | $37.07                                                   | $3.71                                                    | $40.78                                                   | $0.15                                                    | $2.95                                                    | $5.28                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $49.71                                                   |
| 07-May-28                                                | $38.16                                                   | $3.82                                                    | $41.98                                                   | $0.15                                                    | $3.20                                                    | $5.28                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $51.16                                                   |
| 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              | 3rd Yr. Appt. Plumber (70%)                              |
| 04-May-25                                                | $31.00                                                   | $3.10                                                    | $34.10                                                   | $0.15                                                    | $2.70                                                    | $4.62                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $42.12                                                   |
